ds,y
2018-02-23T01:35:34.000Z,14.371481771316494
2018-02-23T01:35:54.000Z,14.3849220359144
2018-02-23T01:36:14.000Z,14.350931801532743
2018-02-23T01:36:34.000Z,14.413791010053739
2018-02-23T01:36:54.000Z,14.399457974256698
2018-02-23T01:37:14.000Z,14.399457974256698
2018-02-23T01:37:34.000Z,14.397461413211357
2018-02-23T01:37:54.000Z,14.400310164946784
2018-02-23T01:38:14.000Z,14.401227284451352
2018-02-23T01:38:34.000Z,14.401227284451352
2018-02-23T01:38:54.000Z,14.425307758522596
2018-02-23T01:39:14.000Z,14.425307758522596
2018-02-23T01:39:34.000Z,14.42859477975578
2018-02-23T01:39:54.000Z,14.412435621051415
2018-02-23T01:40:14.000Z,14.419618371153556
2018-02-23T01:40:34.000Z,14.419618371153556
2018-02-23T01:40:54.000Z,14.421623048300708
2018-02-23T01:41:14.000Z,14.466269724359327
2018-02-23T01:41:34.000Z,14.466269724359327
2018-02-23T01:41:54.000Z,14.65677898215318
2018-02-23T01:42:14.000Z,14.66866907130531
2018-02-23T01:42:34.000Z,14.687790607170445
2018-02-23T01:42:54.000Z,14.687790607170445
2018-02-23T01:43:14.000Z,14.710499460035747
2018-02-23T01:43:34.000Z,14.710499460035747
2018-02-23T01:43:54.000Z,14.725489900079424
2018-02-23T01:44:14.000Z,14.725489900079424
2018-02-23T01:44:34.000Z,14.725489900079424
2018-02-23T01:44:54.000Z,14.734693559532339
2018-02-23T01:45:14.000Z,14.734693559532339
2018-02-23T01:45:34.000Z,14.745747690198005
2018-02-23T01:45:54.000Z,14.727957195029765
2018-02-23T01:46:14.000Z,14.727957195029765
2018-02-23T01:46:34.000Z,14.727957195029765
2018-02-23T01:46:54.000Z,14.727957195029765
2018-02-23T01:47:14.000Z,14.752597680125923
2018-02-23T01:47:34.000Z,14.752597680125923
2018-02-23T01:47:54.000Z,14.729393745050192
2018-02-23T01:48:14.000Z,14.757378064092208
2018-02-23T01:48:34.000Z,14.739076254509914
2018-02-23T01:48:54.000Z,14.73768840110035
2018-02-23T01:49:14.000Z,14.760502763289182
2018-02-23T01:49:34.000Z,14.760502763289182
2018-02-23T01:49:54.000Z,14.74538246561654
2018-02-23T01:50:14.000Z,14.747159891913004
2018-02-23T01:50:34.000Z,14.747159891913004
2018-02-23T01:50:54.000Z,14.747159891913004
2018-02-23T01:51:14.000Z,14.747159891913004
2018-02-23T01:51:34.000Z,14.766557375239689
2018-02-23T01:51:54.000Z,14.765518514207967
2018-02-23T01:52:14.000Z,14.77398360839614
2018-02-23T01:52:34.000Z,14.77398360839614
2018-02-23T01:52:54.000Z,14.743515762200165
2018-02-23T01:53:14.000Z,14.774584199930105
2018-02-23T01:53:34.000Z,14.774584199930105
2018-02-23T01:53:54.000Z,14.781328680534486
2018-02-23T01:54:14.000Z,14.781750717828624
2018-02-23T01:54:34.000Z,14.781750717828624
2018-02-23T01:54:54.000Z,14.777806292348805
2018-02-23T01:55:14.000Z,14.769860628676494
2018-02-23T01:55:34.000Z,14.769860628676494
2018-02-23T01:55:54.000Z,14.78263537292595
2018-02-23T01:56:14.000Z,14.78263537292595
2018-02-23T01:56:34.000Z,14.78263537292595
2018-02-23T01:56:54.000Z,14.78263537292595
2018-02-23T01:57:14.000Z,14.751112433494631
2018-02-23T01:57:34.000Z,14.751112433494631
2018-02-23T01:57:54.000Z,14.776621341484496
2018-02-23T01:58:14.000Z,14.802747073211947
2018-02-23T01:58:34.000Z,14.774178394839588
2018-02-23T01:58:54.000Z,14.77106181174442
2018-02-23T01:59:14.000Z,14.774032305007001
2018-02-23T01:59:34.000Z,14.774032305007001
2018-02-23T01:59:54.000Z,14.774032305007001
2018-02-23T02:00:14.000Z,14.774032305007001
2018-02-23T02:00:34.000Z,14.782740882249485
2018-02-23T02:00:54.000Z,14.792358462894725
2018-02-23T02:01:14.000Z,14.792358462894725
2018-02-23T02:01:34.000Z,14.792358462894725
2018-02-23T02:01:54.000Z,14.797601464664197
2018-02-23T02:02:14.000Z,14.797601464664197
2018-02-23T02:02:34.000Z,14.797601464664197
2018-02-23T02:02:54.000Z,14.797601464664197
2018-02-23T02:03:14.000Z,14.822899354006994
2018-02-23T02:03:34.000Z,14.822899354006994
2018-02-23T02:03:54.000Z,14.822899354006994
2018-02-23T02:04:14.000Z,14.822899354006994
2018-02-23T02:04:34.000Z,14.835722794867312
2018-02-23T02:04:54.000Z,14.832216638885251
2018-02-23T02:05:14.000Z,14.837962838966964
2018-02-23T02:05:34.000Z,14.837962838966964
2018-02-23T02:05:54.000Z,14.869672448739918
2018-02-23T02:06:14.000Z,14.869672448739918
2018-02-23T02:06:34.000Z,14.869672448739918
2018-02-23T02:06:54.000Z,14.869672448739918
2018-02-23T02:07:14.000Z,14.854714473103481
2018-02-23T02:07:34.000Z,14.854714473103481
2018-02-23T02:07:54.000Z,14.85589130786598
2018-02-23T02:08:14.000Z,14.862124474056312
